bio,date,device,followers,following,location,query_type,screen_name,tweet
"b""My name means benevolence, whatever that is. So call me Benny. A Korean woman living in Korea who doesn't like Kpop. *Please* don't follow me for Kpop.""",Tue Feb 18 05:57:30 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",365.0,657.0,Seodaemun-gu,Buttigieg,b'sdssben',b'we need one for buttigieg https://t.co/0gJeAvXhGv'
"b""i'm the wolfdude. He/Him #Bernie2020""",Tue Feb 18 04:56:18 +0000 2020,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>",154.0,247.0,,Warren,b'demmyiv',"b'Warren has no money to run an effective campaign at this point, so it looks like she\xe2\x80\x99s gonna just spend the rest of her time in the race trying to do as much as possible to damage Bernie https://t.co/1m9jxwEFI4'"
"b'How ever we cast a ballot, we must still face batons.'",Tue Feb 18 02:06:28 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",91.0,599.0,,Klobuchar,b'rswainc',"b'That time imperialist stooge @amyklobuchar traveled to Ukraine to arm rebels with pals Lindsey Graham &amp; John McCain on NYE &amp; said ""Which one do you kiss? We got both those guys there!"" via @yashalevine https://t.co/5edKqXRMG9'"
"b""Atrophied anthropologist, dead inside  ...my dog thinks I'm cool. I tend to post a lot of music so... fair warning fnord.""",Tue Feb 18 05:57:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",194.0,129.0,The center part of Illinois.,Biden,b'tessierashpoo13',"b""@alivitali Speaking of inclusivity, imagine if Sanders went after Warren's supporters or Biden's supporters.  Of course he wouldn't because that would be political suicide, right?"""
b'Please I don\xe2\x80\x99t need a date! I have a wife of 35 years! Don\xe2\x80\x99t follow me if that\xe2\x80\x99s what you want! I am here for my President\xe2\x9d\x8c \xf0\x9f\x87\xba\xf0\x9f\x87\xb8MAGA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\x8c',Tue Feb 18 04:39:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",12996.0,13169.0,,Buttigieg,b'DanielWilly5419',b'What would a President Buttigieg negotiation with a Muslim Country go like?'
b'\xe2\x9a\x94WWG1WGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8MAGA\xf0\x9f\x99\x8fPOTUS\xf0\x9f\x87\xba\xf0\x9f\x87\xb8NRA\xf0\x9f\x97\xa1KAG\xf0\x9f\x93\x96TCOT\xf0\x9f\x8e\xbcCCOT\xf0\x9f\x95\x8aMGWV\xf0\x9f\x87\xba\xf0\x9f\x87\xb8TrumpWorld\xf0\x9f\x91\xb6ProLife\xf0\x9f\x91\xb6DJTrumplican\xe2\x9a\x94F4T\xe2\x9a\x94QANON \xf0\x9f\x91\xabMARRIED/BFF\xf0\x9f\x99\x8f @gjonesc3',Tue Feb 18 06:07:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",31395.0,32366.0,#AR,Biden,b'kevinkc5757',"b'Hey @JoeBiden\nIs this part of Emperor @BarackObama\'s ""Scandal Free Administration"" too?\n\nHunter Biden Was On Board Of Trade Coalition Lobbying Obama Admin On Ukraine Aid\nhttps://t.co/kaz9RfoJTw'"
b'I dispense my own brand of industrial justice. @chicagocityDSA @breadrosesDSA\nhttps://t.co/issRDHZtiQ',Mon Feb 17 23:42:55 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1517.0,2333.0,,Bloomberg,b'WillWBloom',b'What about Bloomberg makes you think his presidency would be less disasterous for vulnerable communities than Trump\xe2\x80\x99s? Is it the D next to his name? If so I have some bad news: Trump was a Democrat when it suited him too. The only ideology these men are loyal to is greed.'
b'#GeeksResist i will retweet everything against Trump and his goons i can.\nmaga\xf0\x9f\x94\xa7=block',Tue Feb 18 04:37:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",966.0,951.0,your mom's cooch,Warren,b'DipFreshiest',"b'Reminder: Only 2 states have voted. Just 2. So yeah, Warren can win this.'"
b'MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb2KAG\xf0\x9f\x87\xba\xf0\x9f\x87\xb2AMERICA FIRST\xf0\x9f\x87\xba\xf0\x9f\x87\xb2\n\xe2\x9d\x8cNO PORN\xe2\x9d\x8cNO PRODUCT FB!',Tue Feb 18 06:11:01 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",17603.0,17639.0,,Biden,b'FreedomIsKey878',"b'""No president, no president, no president has ever intimidated an attorney general into abusing power as much as this man has.""\n\n@JoeBiden renews call for AG Barr to resign following Roger Stone\'s sentencing being toned down.\n\nhttps://t.co/QwnBb7uNIs'"
b'#MakeAmericaFairAgain #MakeAmericaDecentAgain #MakeAmericaKindAgain #MakeAmericaOneAgain',Tue Feb 18 06:12:17 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",29.0,91.0,,Buttigieg,b'gregjoneskeepup',"b""@barbour_mike @durwoodg @iamjohnoliver This is a disingenuous argument. Buttigieg disparages #M4A as taking away your choice. He doesn't say it would be a good plan but can't be passed."""
"b""Don't Hate The Media; Be The Media// \nPunk Cryptid Socialist & Postcolonial Anarcho-Syn//\nHe/They//20// \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 \nTerfs/pedo/aphobes/rightwingers dni""",Tue Feb 18 03:13:12 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",257.0,222.0,Being Queer in Lekki,Sanders,b'bi_jackass',"b'peak centrism is darkly muttering for four years that Sanders will never survive a Real Vetting and then just overnight going all-in for a guy who spent his entire political career going in front of cameras saying ""well of course both farmers and black people are Shit, to me""'"
b'A writer interested in various things from space to philosophy. Cubs fan.',Mon Feb 17 22:05:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",20.0,198.0,"Huntsville, AL",Bloomberg,b'VariousInt',"b""Michael Bloomberg's campaign singling out specific people\xe2\x80\x94private people who just post shit online\xe2\x80\x94sets an incredibly ugly precedent. That video, as outlandish as it is, should be summarily condemned."""
b'#ArmyVeteran \nI follow all American Patriots regardless of race.1%er now a 3%er #OathKeeper #NRA #2A #KAG \n\n \xf0\x9f\x87\xae\xf0\x9f\x87\xb9 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',Tue Feb 18 06:12:32 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4412.0,4986.0,,Klobuchar,b'DantoniSal',"b""@shinnoobie15 @AndyOstroy @BernieSanders Bernie Sanders, Amy Klobuchar, Elizabeth Warren, Cory Booker, Kamala Harris all named in new book as being deeply involved with corruption.  \xf0\x9f\x94\xbd \n\nREVIEW: Peter Schweizer's\xc2\xa0'Profiles in Corruption' Exposes the Grubby Corruption of Our Power Elite https://t.co/KIA2wmMIba"""
b'',Tue Feb 18 02:58:11 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",470.0,436.0,,Warren,b'phyllis_lemley',"b'\xe2\x80\x9cIf CNN, MSNBC, NBC, ABC, and CBS are going to pretend she isn\xe2\x80\x99t still an important and viable candidate, the interwebs is going to do its darndest to remind them.\xe2\x80\x9d #PresidentWarren https://t.co/t7P57IFdUp'"
b'25 yrs registered Dem; #GreenParty as of 07/12/16 #DSA #DemocraticSocialism #IAmAntiFascist #BernieWouldHaveWon and #BernieWILLwin #Bernie2020',Sat Feb 15 01:17:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2323.0,4949.0,,Buttigieg,b'SuperTwaddle',"b'Buttigieg is holding a brunch at an undisclosed Seattle location where a $2,800 ""investor"" ticket gets you a meet &amp; greet with him.\n\nBernie is holding a free rally at the Tacoma Dome. Capacity: 23,000.\n\nThat about says it all.'"
"b""I'm a writer and artist just finding my way through the dark. And sometimes I dance with flags... Veteran, mom, trying to make the world a better place, she/her""",Tue Feb 18 01:50:22 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1264.0,2260.0,"San Diego, CA",Warren,b'eeekabee',"b'+ and for reasons that baffle me, only Warren has a clear plan for dealing with a post-Trump America. #TruthCommission2021 I call it.'"
b'',Tue Feb 18 03:34:30 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1769.0,860.0,,Bloomberg,b'TomShadilay',b'Bloomberg is already spending more than Trump was at the height of 2016 https://t.co/wbdFLLIT6S'
b'My grandfather is entombed on the USS Arizona. Deep MILITARY FAMILY. Evangelical Christian. Web developer. #MAGA #KAG #Trump2020 Pro-Life',Mon Feb 17 02:18:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",47708.0,51809.0,"Atlanta, GA",Sanders,b'Eliz_Hightower',"b""This is your daily reminder that Bernie Sanders has never had a real job in his life\n\nHe ran for Senate\xe2\x80\x94lost\n\nRan for House of Representatives\xe2\x80\x94lost\n\nRan for Mayor\xe2\x80\x94won by 10 votes\n\nAnd he's been in politics since 1981\n\nYet he's worth millions of dollars?\n\n\xf0\x9f\xa4\x94"""
"b'Creator and Editor-In-Chief of Small Screen Girl, a TV & pop culture site. Expect ramblings of a woke fangirl. Opinions are my own | IG: smallscreengirl'",Tue Feb 18 06:27:11 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1407.0,1535.0,Midwest,Klobuchar,b'KiraJW',"b'Bernie: Curmudgeon with terrifying, violent following.  Also dangerously out-of-touch with people of color despite that one march he went to 68 years ago.\n\nBiden: Reached embarrassing grandpa status; stupidly outdated\n\nKlobuchar: Racist with legal precedents https://t.co/jdZyGDtJvT'"
b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Thank GOD for Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #TRUMP2020 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 PATRIOTS UNITE \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',Tue Feb 18 06:13:39 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1543.0,2054.0,UNITED STATES OF AMERICA,Sanders,b'jrichmclean',"b'A fight broke out at a Bernie Sanders event in Colorado on Sunday.\n\nBernie\xe2\x80\x99s supporters have no issue reacting to speech with violence.\n\nConsidering Bernie and his political ilk defend terrorists, should we be surprised his supporters have no morals?\n\n\xf0\x9f\xa4\x94 \n\nhttps://t.co/sdGUcDnoC4'"
b'Trump only president that keeps his word never lied',Tue Feb 18 06:27:12 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",310.0,899.0,,Bloomberg,b'bondork',b'Bloomberg says in so many words that FARMERS are stupid or not very smart Bloomberg is a total idiot'
b'',Tue Feb 18 06:27:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",130.0,539.0,,Warren,b'KarinCP',"b""@brycetache @ewarren I'm going with Elizabeth Warren, too. She's honest, smart, has a sense of humor and understands. Apparently a lot of people are afraid of her. The corrupt ones and the super wealthy.\nBut I'll vote blue no matter who."""
"b""I didn't choose to be Gay!\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 I chose to be a Conservative!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Loving & defending the U.S. is a must\xf0\x9f\x97\xbdDemocrats hate everything but Sharia! #EndAbortion! \xf0\x9f\x91\xbc""",Tue Feb 18 06:26:43 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",12140.0,13288.0,Land of 2A home of FreeSpeech!,Buttigieg,b'trump_gays',"b'Before President #Buttigieg visits a #MuslimNation, #MuslimLeaders would tell him, to ""only buy a one way airplane ticket""!\n\n#IslamKillsGays\n#MuslimsKillGays\n#ShariahKillsGays https://t.co/SlKoc9UQTn'"
b'hi.',Mon Feb 17 20:44:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",819.0,2266.0,in the mouth of Tony.,Sanders,b'DrFojo',"b'\xe2\x80\x9cBernie Sanders has a more comprehensive plan to make housing a human right than any candidate, and he believes in people-powered movements.\xe2\x80\x9d #BernieInRichmond https://t.co/APbZuxL8Fj'"
b'',Sun Feb 16 23:24:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",106.0,172.0,,Bloomberg,b'chrisapollo',"b'This just brought me to tears, my dad is a stage 4 cancer. Bloomberg is saying my father no longer serves a purpose in this society so just let em die. He is cruel and inhuman. I will never vote democrat after this primary. https://t.co/hjNPvX15gd'"
b'disaffected gen x\xe2\x80\x99er tweeting sarcasm and sometimes unwarranted optimism',Sun Feb 16 23:47:07 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",5.0,57.0,"Gray Gables, MA",Warren,b'FrancisCalifor1',b'Bernie Sanders has introduced 8178 bills. 882 passed. 444 became law.\n\nJoe Biden has introduced 2203 bills. 647 passed. 321 became law.\n\nElizabeth Warren has introduced 3184 bills. 562 passed. 275 became law.\n\nAmy Klobuchar has introduced 2743 bills. 237 passed. 132 became law.'
"b'Iowa native, Guam resident, Coast Guard vet (Desert Shield/Storm era), happily married. MAGA KAG #MAGAveteran Parler: @PsychoMetalHed'",Tue Feb 18 06:27:34 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",41255.0,44652.0,Guam,Buttigieg,b'PsychoMetalHed',b'Translation: Too many people are leaving the dem/socialist party.\n\nPete Buttigieg: Legal Immigration Not Letting Enough People in the United States https://t.co/H1Kb00JB2k via @BreitbartNews'
"b""Sometimes things take root because they're true. Stockaholic. LIBERALS call me BOT. TRUMP calls me patriotic. I\xe2\x80\x99ll stick with Trump. Gay CA Conservative.\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x88""",Sat Feb 15 18:17:24 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",4381.0,1860.0,United States,Biden,b'AJLOVESPETS',"b'Shifty Schiff: ""Hunter Biden\xe2\x80\x99s deal with Burisma had at a minimum an appearance of a conflict.\xe2\x80\x9dhttps://t.co/6ag1R8uWJA'"
b'Pre Sl\xc3\xa1vu Indon\xc3\xa9zskej Republiky. HI Universitas Indonesia 2013. Founder and President of @imaritimec. Ads Assessor. Ex-Legal Translator.Intl Affairs/Diplomacy.',Tue Feb 18 06:21:59 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",444.0,515.0,Sydney,Bloomberg,b'ridhatobing',"b'BREAKING: HSBC to slash 35,000 jobs, about 15% of its workforce, over three years https://t.co/skORsJlIes https://t.co/lAXJxM4dJY'"
b'My blog has the most thoughtful parenting convos on the web. NYT bestselling author. Founder of @AltSummit. Mother of 6. I use Twitter to amplify voices I love.',Tue Feb 18 03:55:21 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",88373.0,955.0,France,Warren,b'designmom',"b""I've written in the NYT that my husband consults for Warren, which is why I don't write more about my love for her. One reason we both believe in her is because the CFBP was there when our bank screwed us. #PresidentWarren \nhttps://t.co/MgULu0KdgP"""
"b""ARTIST Beware all thieves, and imitators of other people's labor and talents, of laying your audacious hands on our work. -Albrecht Durer- mind the copyright""",Tue Feb 18 06:42:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",477.0,437.0,"Atlanta, GA",Sanders,b'DeanPHanley',b'@SergioJSiano SPOT THE DIFFERENCE \nMaximilian Robespierre           Bernie Sanders https://t.co/SH2B8cxHqy'
"b'Conservative. Christian. I love \xf0\x9f\x87\xba\xf0\x9f\x87\xb8, \xf0\x9f\x87\xae\xf0\x9f\x87\xb1 & my adopted country \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6. Pipeline advocate. Supports ALL countries that are anti-globalism. \xe2\x9d\xa4\xef\xb8\x8fTRUMP. \xf0\x9f\x91\x8dBERNIER.'",Tue Feb 18 05:21:53 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1586.0,2271.0,Canada,Biden,b'realalfiealpha',"b""@LisaMei62 A perfect example of why is (Cook county) Chicago and Jussie Smollett. The PA, Kim Foxx, was a beneficiary of Soros's funding.\n\nHe got her elected on judicial reform platform we see destroying CA and NY. He is now protecting her from the Smollett fiasco\nhttps://t.co/CgFjAD653G"""
"b'Tennessean for Pete! Mother to the coolest kid on the planet. Southern, Liberal, & proud of it! Open mind, open heart, open arms. She/her'",Sun Feb 16 15:59:05 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",847.0,752.0,"Franklin, TN",Buttigieg,b'DixieGirl256',"b'I\xe2\x80\x99m an 82 year old, Jewish war veteran, straight, white, mayor of a small Midwestern town, and I don\xe2\x80\x99t care who anyone kisses. I\xe2\x80\x99m voting for Pete Buttigieg, another combat #veteran. 322nd Logistical Cmd.  #VeteransForPete \n\n(My dad asked me to post this for him!) https://t.co/anqSZAj3jz'"
"b""Cynicism/Critical Thinking are necessities. \n#MedicareForAll #Bernie2020 #WillingToFight for someone I don't know. #NoMiddleGround\xe2\x9c\x8c\xef\xb8\x8f\n#CriminalJusticeReform #BLM""",Tue Feb 18 04:48:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4953.0,906.0,United States,Klobuchar,b'Of_the_People7',"b'@bern_identity @BernieSanders KEEP GOING!\n@DataProgress latest poll of Nevada caucusgoers today:\n#GreenNewDeal 93% support\n#Medicare4All 69%        "" \nSanders 35%\nWarren 16%\nButtigieg 15%\nBiden 14%\nKlobuchar 9%\n#Latinx Sanders 66%\n&lt;45 yrs Sanders 64%\n#BernieBeatsTrump #Bernie2020 #BernieSanders2020 #NotMeUs'"
b'',Tue Feb 18 00:30:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.0,24.0,,Bloomberg,b'DamnableS',b'It is taking everything we have on social media to shake Bloomberg\xe2\x80\x99s financial grip. But I think it\xe2\x80\x99s starting to work.'
b'comic books',Tue Feb 18 06:42:31 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.0,3.0,glasgow.scotland,Warren,b'derek39239950',b'Elizabeth warren for president omg the inmates have overtook the asylum on here #PresidentWarren'
"b'""Well it just goes to show you, it\xe2\x80\x99s always something, you either got a toenail in your hamburger or toilet paper clinging to your shoe.""\xf0\x9f\x98\x8f  #NotMeUs'",Mon Feb 17 15:33:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4268.0,4887.0,Maryland,Sanders,b'tootame',"b'\xe2\x80\x98We got a deep, Jewish brother named Bernie Sanders who\xe2\x80\x99s bringing us together.\xe2\x80\x99 \xe2\x80\x94 Cornel West electrified a stadium  of Bernie supporters with this passionate rallying speech https://t.co/AlD7n1VzEp'"
"b'Retired Banker, Left-leaning Independent, Focus is Human Decency, not Ideology.'",Mon Feb 17 18:14:53 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",359.0,561.0,,Klobuchar,b'gdcannie',"b'Sanders is going to win the nomination unless some of the moderate Democratic candidates wise up and drop out. If not Amy Klobuchar, Pete Buttigieg, and Joe Biden will continue to split the vote and almost certainly guarantee Sanders the nomination.\nhttps://t.co/WXmWKg7rc6'"
